,customer_id,Recency,Frequency,MonetaryValue,label_kmeans5
5068,CS7180,93,15,520,Kelas D
5069,CS7181,189,16,759,Kelas C
5070,CS7182,104,18,752,Kelas D
5071,CS7183,13,18,846,Kelas B
5072,CS7184,1,21,994,Kelas B
5073,CS7185,12,18,707,Kelas B
5074,CS7186,54,12,596,Kelas D
5075,CS7187,24,17,916,Kelas B
5076,CS7188,5,11,468,Kelas D
5077,CS7189,65,19,841,Kelas B
5078,CS7190,192,13,475,Kelas E
5079,CS7191,68,17,626,Kelas D
5080,CS7192,127,12,515,Kelas D
5081,CS7193,285,10,565,Kelas E
5082,CS7194,359,14,606,Kelas E
5083,CS7195,22,9,445,Kelas D
5084,CS7196,2,15,657,Kelas D
5085,CS7197,163,12,610,Kelas D
5086,CS7198,56,13,665,Kelas D
5087,CS7199,126,13,663,Kelas D
5088,CS7200,172,14,651,Kelas D
5089,CS7201,54,12,702,Kelas D
5090,CS7202,56,11,449,Kelas D
5091,CS7203,210,12,557,Kelas E
5092,CS7204,49,14,622,Kelas D
5093,CS7205,4,14,665,Kelas D
5094,CS7206,191,15,685,Kelas D
5095,CS7207,41,12,604,Kelas D
5096,CS7208,37,8,409,Kelas D
5097,CS7209,3,16,855,Kelas B
5098,CS7210,100,15,490,Kelas D
5099,CS7211,107,13,512,Kelas D
5100,CS7212,160,12,542,Kelas D
5101,CS7213,129,11,506,Kelas D
5102,CS7214,8,12,533,Kelas D
5103,CS7215,135,19,763,Kelas C
5104,CS7216,141,21,901,Kelas C
5105,CS7217,79,13,547,Kelas D
5106,CS7218,39,18,825,Kelas B
5107,CS7219,5,13,555,Kelas D
5108,CS7220,22,7,331,Kelas D
5109,CS7221,173,12,488,Kelas D
5110,CS7222,47,13,559,Kelas D
5111,CS7223,69,13,667,Kelas D
5112,CS7224,117,4,191,Kelas D
5113,CS7225,49,10,465,Kelas D
5114,CS7226,193,12,435,Kelas E
5115,CS7227,27,19,1001,Kelas B
5116,CS7228,505,10,505,Kelas E
5117,CS7229,77,12,638,Kelas D
5118,CS7230,6,15,753,Kelas D
5119,CS7231,156,16,796,Kelas C
5120,CS7232,198,12,498,Kelas E
5121,CS7233,132,13,656,Kelas D
5122,CS7234,5,17,566,Kelas D
5123,CS7235,145,13,663,Kelas D
5124,CS7236,44,16,538,Kelas D
5125,CS7237,222,18,840,Kelas C
5126,CS7238,39,16,653,Kelas D
5127,CS7239,254,7,438,Kelas E
5128,CS7240,80,21,787,Kelas B
5129,CS7241,30,18,785,Kelas B
5130,CS7242,276,7,353,Kelas E
5131,CS7243,40,11,493,Kelas D
5132,CS7244,143,17,767,Kelas C
5133,CS7245,102,12,512,Kelas D
5134,CS7246,359,8,389,Kelas E
5135,CS7247,43,19,894,Kelas B
5136,CS7248,10,11,394,Kelas D
5137,CS7249,211,14,626,Kelas E
5138,CS7250,83,18,721,Kelas D
5139,CS7251,3,12,617,Kelas D
5140,CS7252,183,9,413,Kelas D
5141,CS7253,400,10,503,Kelas E
5142,CS7254,124,13,636,Kelas D
5143,CS7255,69,21,821,Kelas B
5144,CS7256,215,11,362,Kelas E
5145,CS7257,27,8,427,Kelas D
5146,CS7258,337,12,519,Kelas E
5147,CS7259,174,13,692,Kelas D
5148,CS7260,232,19,822,Kelas C
5149,CS7261,89,16,700,Kelas D
5150,CS7262,179,13,572,Kelas D
5151,CS7263,4,11,501,Kelas D
5152,CS7264,40,8,400,Kelas D
5153,CS7265,53,11,372,Kelas D
5154,CS7266,188,9,296,Kelas E
5155,CS7267,224,16,823,Kelas C
5156,CS7268,125,17,899,Kelas C
5157,CS7269,70,13,562,Kelas D
5158,CS7270,53,19,894,Kelas B
5159,CS7271,37,16,632,Kelas D
5160,CS7272,239,14,640,Kelas E
5161,CS7273,29,13,760,Kelas D
5162,CS7274,6,13,690,Kelas D
5163,CS7275,102,10,480,Kelas D
5164,CS7276,29,16,760,Kelas D
5165,CS7277,90,13,544,Kelas D
5166,CS7278,285,14,706,Kelas E
5167,CS7279,66,15,669,Kelas D
5168,CS7280,146,14,628,Kelas D
5169,CS7281,13,13,550,Kelas D
5170,CS7282,185,8,357,Kelas E
5171,CS7283,69,12,591,Kelas D
5172,CS7284,99,19,900,Kelas B
5173,CS7285,71,14,551,Kelas D
5174,CS7286,70,12,449,Kelas D
5175,CS7287,356,15,704,Kelas E
5176,CS7288,253,10,404,Kelas E
5177,CS7289,35,10,376,Kelas D
5178,CS7290,98,14,704,Kelas D
5179,CS7291,1,12,543,Kelas D
5180,CS7292,23,11,382,Kelas D
5181,CS7293,76,17,670,Kelas D
5182,CS7294,36,23,1078,Kelas B
5183,CS7295,4,15,788,Kelas D
5184,CS7296,13,14,698,Kelas D
5185,CS7297,745,5,251,Kelas E
5186,CS7298,46,14,685,Kelas D
5187,CS7299,102,15,735,Kelas D
5188,CS7300,100,13,633,Kelas D
5189,CS7301,27,14,722,Kelas D
5190,CS7302,32,15,649,Kelas D
5191,CS7303,44,18,971,Kelas B
5192,CS7304,81,11,473,Kelas D
5193,CS7305,107,13,585,Kelas D
5194,CS7306,5,9,370,Kelas D
5195,CS7307,647,11,516,Kelas E
5196,CS7308,20,17,760,Kelas D
5197,CS7309,66,8,452,Kelas D
5198,CS7310,122,8,300,Kelas D
5199,CS7311,36,9,421,Kelas D
5200,CS7312,20,7,374,Kelas D
5201,CS7313,12,15,704,Kelas D
5202,CS7314,521,8,354,Kelas E
5203,CS7315,135,12,516,Kelas D
5204,CS7316,31,21,1165,Kelas B
5205,CS7317,210,9,488,Kelas E
5206,CS7318,18,16,680,Kelas D
5207,CS7319,90,14,614,Kelas D
5208,CS7320,188,10,441,Kelas E
5209,CS7321,24,12,411,Kelas D
5210,CS7322,204,16,714,Kelas C
5211,CS7323,127,17,673,Kelas D
5212,CS7324,210,19,782,Kelas C
5213,CS7325,205,15,840,Kelas C
5214,CS7326,26,14,609,Kelas D
5215,CS7327,54,16,782,Kelas D
5216,CS7328,220,11,447,Kelas E
5217,CS7329,124,11,539,Kelas D
5218,CS7330,29,18,665,Kelas D
5219,CS7331,11,13,660,Kelas D
5220,CS7332,132,23,1108,Kelas C
5221,CS7333,183,4,149,Kelas E
5222,CS7334,228,17,780,Kelas C
5223,CS7335,123,9,432,Kelas D
5224,CS7336,247,18,743,Kelas E
5225,CS7337,38,20,753,Kelas B
5226,CS7338,21,11,494,Kelas D
5227,CS7339,61,18,720,Kelas D
5228,CS7340,271,14,566,Kelas E
5229,CS7341,70,9,315,Kelas D
5230,CS7342,31,13,536,Kelas D
5231,CS7343,69,14,713,Kelas D
5232,CS7344,26,17,819,Kelas B
5233,CS7345,102,10,343,Kelas D
5234,CS7346,169,10,527,Kelas D
5235,CS7347,5,21,982,Kelas B
5236,CS7348,74,13,676,Kelas D
5237,CS7349,18,8,497,Kelas D
5238,CS7350,359,17,841,Kelas E
5239,CS7351,182,13,648,Kelas D
5240,CS7352,42,16,663,Kelas D
5241,CS7353,229,14,535,Kelas E
5242,CS7354,461,13,718,Kelas E
5243,CS7355,77,14,695,Kelas D
5244,CS7356,82,14,539,Kelas D
5245,CS7357,155,15,568,Kelas D
5246,CS7358,12,6,279,Kelas D
5247,CS7359,58,11,479,Kelas D
5248,CS7360,44,13,545,Kelas D
5249,CS7361,19,13,460,Kelas D
5250,CS7362,7,16,680,Kelas D
5251,CS7363,203,20,846,Kelas C
5252,CS7364,68,21,912,Kelas B
5253,CS7365,19,15,708,Kelas D
5254,CS7366,37,17,783,Kelas D
5255,CS7367,84,16,762,Kelas D
5256,CS7368,5,11,430,Kelas D
5257,CS7369,48,19,909,Kelas B
5258,CS7370,221,17,775,Kelas C
5259,CS7371,264,12,518,Kelas E
5260,CS7372,280,14,670,Kelas E
5261,CS7373,113,16,778,Kelas D
5262,CS7374,166,13,507,Kelas D
5263,CS7375,129,13,617,Kelas D
5264,CS7376,82,19,836,Kelas B
5265,CS7377,394,11,409,Kelas E
5266,CS7378,27,18,750,Kelas B
5267,CS7379,138,13,628,Kelas D
5268,CS7380,18,16,840,Kelas D
5269,CS7381,398,16,833,Kelas E
5270,CS7382,49,20,974,Kelas B
5271,CS7383,117,17,534,Kelas D
5272,CS7384,13,12,566,Kelas D
5273,CS7385,6,13,625,Kelas D
5274,CS7386,73,9,491,Kelas D
5275,CS7387,129,13,467,Kelas D
5276,CS7388,47,13,451,Kelas D
5277,CS7389,21,14,459,Kelas D
5278,CS7390,46,13,599,Kelas D
5279,CS7391,5,15,660,Kelas D
5280,CS7392,76,13,517,Kelas D
5281,CS7393,101,13,441,Kelas D
5282,CS7394,6,25,1198,Kelas A
5283,CS7395,68,14,485,Kelas D
5284,CS7396,42,16,669,Kelas D
5285,CS7397,168,19,880,Kelas C
5286,CS7398,31,15,766,Kelas D
5287,CS7399,25,17,576,Kelas D
5288,CS7400,78,14,572,Kelas D
5289,CS7401,15,17,647,Kelas D
5290,CS7402,32,15,691,Kelas D
5291,CS7403,45,14,729,Kelas D
5292,CS7404,52,22,1021,Kelas B
5293,CS7405,21,19,804,Kelas B
5294,CS7406,176,19,854,Kelas C
5295,CS7407,14,21,736,Kelas B
5296,CS7408,243,11,549,Kelas E
5297,CS7409,88,16,757,Kelas D
5298,CS7410,61,12,585,Kelas D
5299,CS7411,320,10,428,Kelas E
5300,CS7412,16,10,413,Kelas D
5301,CS7413,767,6,349,Kelas E
5302,CS7414,155,14,629,Kelas D
5303,CS7415,76,16,633,Kelas D
5304,CS7416,155,15,784,Kelas D
5305,CS7417,52,11,513,Kelas D
5306,CS7418,255,8,432,Kelas E
5307,CS7419,1,18,836,Kelas B
5308,CS7420,83,18,825,Kelas B
5309,CS7421,61,16,673,Kelas D
5310,CS7422,6,10,518,Kelas D
5311,CS7423,57,15,609,Kelas D
5312,CS7424,11,15,465,Kelas D
5313,CS7425,73,12,463,Kelas D
5314,CS7426,23,15,769,Kelas D
5315,CS7427,8,10,470,Kelas D
5316,CS7428,87,18,878,Kelas B
5317,CS7429,134,6,223,Kelas D
5318,CS7430,147,13,556,Kelas D
5319,CS7431,13,12,563,Kelas D
5320,CS7432,4,12,469,Kelas D
5321,CS7433,86,9,358,Kelas D
5322,CS7434,19,15,619,Kelas D
5323,CS7435,48,16,724,Kelas D
5324,CS7436,61,9,448,Kelas D
5325,CS7437,30,10,541,Kelas D
5326,CS7438,38,12,628,Kelas D
5327,CS7439,242,11,537,Kelas E
5328,CS7440,103,13,597,Kelas D
5329,CS7441,112,12,419,Kelas D
5330,CS7442,9,13,659,Kelas D
5331,CS7443,55,16,516,Kelas D
5332,CS7444,37,11,409,Kelas D
5333,CS7445,95,19,805,Kelas B
5334,CS7446,14,11,502,Kelas D
5335,CS7447,6,10,365,Kelas D
5336,CS7448,176,7,381,Kelas D
5337,CS7449,3,14,561,Kelas D
5338,CS7450,108,11,451,Kelas D
5339,CS7451,22,12,470,Kelas D
5340,CS7452,200,12,535,Kelas E
5341,CS7453,134,11,532,Kelas D
5342,CS7454,22,12,571,Kelas D
5343,CS7455,343,12,530,Kelas E
5344,CS7456,390,11,477,Kelas E
5345,CS7457,93,11,403,Kelas D
5346,CS7458,6,14,553,Kelas D
5347,CS7459,126,15,608,Kelas D
5348,CS7460,43,12,587,Kelas D
5349,CS7461,29,15,619,Kelas D
5350,CS7462,148,13,505,Kelas D
5351,CS7463,130,19,744,Kelas C
5352,CS7464,238,15,688,Kelas E
5353,CS7465,3,16,663,Kelas D
5354,CS7466,24,12,520,Kelas D
5355,CS7467,220,14,613,Kelas E
5356,CS7468,10,19,729,Kelas B
5357,CS7469,10,13,533,Kelas D
5358,CS7470,54,14,731,Kelas D
5359,CS7471,380,14,752,Kelas E
5360,CS7472,9,16,866,Kelas B
5361,CS7473,227,14,611,Kelas E
5362,CS7474,139,17,680,Kelas D
5363,CS7475,57,11,474,Kelas D
5364,CS7476,79,12,516,Kelas D
5365,CS7477,220,13,517,Kelas E
5366,CS7478,92,12,456,Kelas D
5367,CS7479,389,6,304,Kelas E
5368,CS7480,84,12,541,Kelas D
5369,CS7481,450,10,417,Kelas E
5370,CS7482,38,7,280,Kelas D
5371,CS7483,112,15,606,Kelas D
5372,CS7484,124,10,432,Kelas D
5373,CS7485,24,13,705,Kelas D
5374,CS7486,234,8,318,Kelas E
5375,CS7487,30,5,298,Kelas D
5376,CS7488,14,16,764,Kelas D
5377,CS7489,35,9,372,Kelas D
5378,CS7490,25,16,701,Kelas D
5379,CS7491,89,10,545,Kelas D
5380,CS7492,39,18,821,Kelas B
5381,CS7493,76,13,630,Kelas D
5382,CS7494,141,16,584,Kelas D
5383,CS7495,20,10,513,Kelas D
5384,CS7496,25,12,518,Kelas D
5385,CS7497,8,14,710,Kelas D
5386,CS7498,58,15,632,Kelas D
5387,CS7499,47,18,791,Kelas B
5388,CS7500,166,13,543,Kelas D
5389,CS7501,37,17,665,Kelas D
5390,CS7502,6,18,813,Kelas B
5391,CS7503,2,15,677,Kelas D
5392,CS7504,181,8,417,Kelas D
5393,CS7505,54,15,699,Kelas D
5394,CS7506,78,10,415,Kelas D
5395,CS7507,21,13,557,Kelas D
5396,CS7508,210,18,809,Kelas C
5397,CS7509,148,10,456,Kelas D
5398,CS7510,116,16,623,Kelas D
5399,CS7511,52,10,540,Kelas D
5400,CS7512,300,14,615,Kelas E
5401,CS7513,108,15,622,Kelas D
5402,CS7514,187,10,484,Kelas E
5403,CS7515,15,15,760,Kelas D
5404,CS7516,175,13,594,Kelas D
5405,CS7517,87,11,374,Kelas D
5406,CS7518,126,16,747,Kelas D
5407,CS7519,12,10,558,Kelas D
5408,CS7520,4,13,661,Kelas D
5409,CS7521,196,6,197,Kelas E
5410,CS7522,98,10,434,Kelas D
5411,CS7523,380,10,500,Kelas E
5412,CS7524,242,8,311,Kelas E
5413,CS7525,29,14,566,Kelas D
5414,CS7526,62,14,594,Kelas D
5415,CS7527,14,13,581,Kelas D
5416,CS7528,15,14,586,Kelas D
5417,CS7529,72,10,492,Kelas D
5418,CS7530,253,8,358,Kelas E
5419,CS7531,180,11,482,Kelas D
5420,CS7532,285,12,544,Kelas E
5421,CS7533,45,19,813,Kelas B
5422,CS7534,115,11,454,Kelas D
5423,CS7535,85,15,825,Kelas D
5424,CS7536,171,8,350,Kelas D
5425,CS7537,6,15,688,Kelas D
5426,CS7538,161,16,735,Kelas D
5427,CS7539,27,12,528,Kelas D
5428,CS7540,99,12,617,Kelas D
5429,CS7541,143,20,900,Kelas C
5430,CS7542,389,20,828,Kelas E
5431,CS7543,2,6,251,Kelas D
5432,CS7544,55,18,734,Kelas D
5433,CS7545,24,19,876,Kelas B
5434,CS7546,201,17,818,Kelas C
5435,CS7547,27,13,662,Kelas D
5436,CS7548,19,17,784,Kelas B
5437,CS7549,27,10,416,Kelas D
5438,CS7550,93,12,530,Kelas D
5439,CS7551,262,10,433,Kelas E
5440,CS7552,32,15,810,Kelas D
5441,CS7553,189,12,409,Kelas E
5442,CS7554,420,16,688,Kelas E
5443,CS7555,64,18,736,Kelas D
5444,CS7556,24,6,202,Kelas D
5445,CS7557,63,15,573,Kelas D
5446,CS7558,94,18,701,Kelas D
5447,CS7559,7,14,565,Kelas D
5448,CS7560,164,11,459,Kelas D
5449,CS7561,149,10,500,Kelas D
5450,CS7562,548,8,401,Kelas E
5451,CS7563,406,13,580,Kelas E
5452,CS7564,20,9,444,Kelas D
5453,CS7565,122,9,544,Kelas D
5454,CS7566,192,17,758,Kelas C
5455,CS7567,23,12,492,Kelas D
5456,CS7568,35,16,684,Kelas D
5457,CS7569,88,9,478,Kelas D
5458,CS7570,104,16,754,Kelas D
5459,CS7571,107,10,490,Kelas D
5460,CS7572,36,8,269,Kelas D
5461,CS7573,76,15,712,Kelas D
5462,CS7574,8,12,594,Kelas D
5463,CS7575,59,19,848,Kelas B
5464,CS7576,95,9,369,Kelas D
5465,CS7577,21,15,622,Kelas D
5466,CS7578,90,12,440,Kelas D
5467,CS7579,28,16,634,Kelas D
5468,CS7580,192,26,1145,Kelas C
5469,CS7581,39,21,977,Kelas B
5470,CS7582,20,15,616,Kelas D
5471,CS7583,31,17,848,Kelas B
5472,CS7584,15,15,799,Kelas D
5473,CS7585,95,12,578,Kelas D
5474,CS7586,210,13,544,Kelas E
5475,CS7587,39,21,997,Kelas B
5476,CS7588,10,17,640,Kelas D
5477,CS7589,16,10,283,Kelas D
5478,CS7590,156,13,541,Kelas D
5479,CS7591,156,14,759,Kelas D
5480,CS7592,36,12,522,Kelas D
5481,CS7593,26,12,492,Kelas D
5482,CS7594,83,9,409,Kelas D
5483,CS7595,389,7,333,Kelas E
5484,CS7596,253,8,358,Kelas E
5485,CS7597,68,13,653,Kelas D
5486,CS7598,148,14,693,Kelas D
5487,CS7599,59,7,370,Kelas D
5488,CS7600,83,16,667,Kelas D
5489,CS7601,81,18,794,Kelas B
5490,CS7602,28,11,513,Kelas D
5491,CS7603,127,12,579,Kelas D
5492,CS7604,16,17,790,Kelas B
5493,CS7605,18,21,969,Kelas B
5494,CS7606,492,7,332,Kelas E
5495,CS7607,63,13,643,Kelas D
5496,CS7608,51,10,452,Kelas D
5497,CS7609,139,16,805,Kelas D
5498,CS7610,34,12,475,Kelas D
5499,CS7611,283,16,710,Kelas E
5500,CS7612,21,18,840,Kelas B
5501,CS7613,129,15,779,Kelas D
5502,CS7614,45,16,739,Kelas D
5503,CS7615,4,10,481,Kelas D
5504,CS7616,11,14,660,Kelas D
5505,CS7617,106,17,869,Kelas D
5506,CS7618,288,8,454,Kelas E
5507,CS7619,12,14,486,Kelas D
5508,CS7620,551,10,439,Kelas E
5509,CS7621,23,19,971,Kelas B
5510,CS7622,1,11,558,Kelas D
5511,CS7623,18,17,723,Kelas D
5512,CS7624,41,21,802,Kelas B
5513,CS7625,6,10,470,Kelas D
5514,CS7626,63,8,275,Kelas D
5515,CS7627,79,6,195,Kelas D
5516,CS7628,27,13,503,Kelas D
5517,CS7629,4,14,566,Kelas D
5518,CS7630,48,13,603,Kelas D
5519,CS7631,115,10,518,Kelas D
5520,CS7632,20,11,534,Kelas D
5521,CS7633,20,20,973,Kelas B
5522,CS7634,15,10,549,Kelas D
5523,CS7635,98,18,806,Kelas D
5524,CS7636,70,11,311,Kelas D
5525,CS7637,24,15,705,Kelas D
5526,CS7638,859,5,275,Kelas E
5527,CS7639,44,16,741,Kelas D
5528,CS7640,62,13,552,Kelas D
5529,CS7641,9,14,622,Kelas D
5530,CS7642,36,14,573,Kelas D
5531,CS7643,24,16,867,Kelas B
5532,CS7644,241,12,471,Kelas E
5533,CS7645,252,15,615,Kelas E
5534,CS7646,627,9,371,Kelas E
5535,CS7647,210,14,526,Kelas E
5536,CS7648,118,15,763,Kelas D
5537,CS7649,50,12,626,Kelas D
5538,CS7650,246,13,771,Kelas E
5539,CS7651,106,7,265,Kelas D
5540,CS7652,106,15,543,Kelas D
5541,CS7653,187,15,682,Kelas D
5542,CS7654,92,15,710,Kelas D
5543,CS7655,30,9,423,Kelas D
5544,CS7656,56,10,491,Kelas D
5545,CS7657,127,13,577,Kelas D
5546,CS7658,31,15,627,Kelas D
5547,CS7659,45,9,323,Kelas D
5548,CS7660,22,18,918,Kelas B
5549,CS7661,29,18,788,Kelas B
5550,CS7662,24,12,569,Kelas D
5551,CS7663,109,18,881,Kelas C
5552,CS7664,14,21,896,Kelas B
5553,CS7665,157,10,442,Kelas D
5554,CS7666,52,11,514,Kelas D
5555,CS7667,75,15,636,Kelas D
5556,CS7668,51,10,314,Kelas D
5557,CS7669,16,12,595,Kelas D
5558,CS7670,680,9,352,Kelas E
5559,CS7671,86,14,644,Kelas D
5560,CS7672,133,9,517,Kelas D
5561,CS7673,101,17,815,Kelas D
5562,CS7674,56,14,572,Kelas D
5563,CS7675,73,17,751,Kelas D
5564,CS7676,173,21,813,Kelas C
5565,CS7677,125,14,417,Kelas D
5566,CS7678,77,15,601,Kelas D
5567,CS7679,8,18,853,Kelas B
5568,CS7680,50,12,412,Kelas D
5569,CS7681,115,15,721,Kelas D
5570,CS7682,176,10,469,Kelas D
5571,CS7683,15,12,537,Kelas D
5572,CS7684,134,10,475,Kelas D
5573,CS7685,285,12,531,Kelas E
5574,CS7686,87,11,391,Kelas D
5575,CS7687,26,13,511,Kelas D
5576,CS7688,230,12,448,Kelas E
5577,CS7689,76,11,401,Kelas D
5578,CS7690,162,8,373,Kelas D
5579,CS7691,94,11,497,Kelas D
5580,CS7692,2,16,650,Kelas D
5581,CS7693,141,10,347,Kelas D
5582,CS7694,67,12,576,Kelas D
5583,CS7695,134,19,844,Kelas C
5584,CS7696,162,12,593,Kelas D
5585,CS7697,109,8,420,Kelas D
5586,CS7698,6,15,622,Kelas D
5587,CS7699,18,10,374,Kelas D
5588,CS7700,293,13,564,Kelas E
5589,CS7701,180,16,690,Kelas C
5590,CS7702,28,14,517,Kelas D
5591,CS7703,71,11,422,Kelas D
5592,CS7704,154,13,509,Kelas D
5593,CS7705,80,12,448,Kelas D
5594,CS7706,122,10,518,Kelas D
5595,CS7707,109,14,652,Kelas D
5596,CS7708,154,16,626,Kelas D
5597,CS7709,161,16,629,Kelas D
5598,CS7710,416,16,718,Kelas E
5599,CS7711,87,13,467,Kelas D
5600,CS7712,131,12,453,Kelas D
5601,CS7713,81,14,626,Kelas D
5602,CS7714,1,11,526,Kelas D
5603,CS7715,49,12,590,Kelas D
5604,CS7716,354,4,221,Kelas E
5605,CS7717,51,8,489,Kelas D
5606,CS7718,79,12,495,Kelas D
5607,CS7719,349,13,657,Kelas E
5608,CS7720,1,10,540,Kelas D
5609,CS7721,46,18,919,Kelas B
5610,CS7722,54,11,512,Kelas D
5611,CS7723,37,10,505,Kelas D
5612,CS7724,31,11,419,Kelas D
5613,CS7725,62,17,707,Kelas D
5614,CS7726,52,18,740,Kelas D
5615,CS7727,12,16,683,Kelas D
5616,CS7728,132,15,582,Kelas D
5617,CS7729,14,17,848,Kelas B
5618,CS7730,133,14,624,Kelas D
5619,CS7731,15,10,463,Kelas D
5620,CS7732,327,9,476,Kelas E
5621,CS7733,132,16,570,Kelas D
5622,CS7734,192,11,570,Kelas E
5623,CS7735,14,12,524,Kelas D
5624,CS7736,132,11,535,Kelas D
5625,CS7737,109,16,749,Kelas D
5626,CS7738,37,13,437,Kelas D
5627,CS7739,50,13,598,Kelas D
5628,CS7740,41,19,800,Kelas B
5629,CS7741,149,12,540,Kelas D
5630,CS7742,72,14,660,Kelas D
5631,CS7743,232,10,443,Kelas E
5632,CS7744,14,9,476,Kelas D
5633,CS7745,26,16,601,Kelas D
5634,CS7746,281,17,872,Kelas E
5635,CS7747,95,12,541,Kelas D
5636,CS7748,3,17,853,Kelas B
5637,CS7749,19,15,716,Kelas D
5638,CS7750,83,18,939,Kelas B
5639,CS7751,51,16,822,Kelas D
5640,CS7752,19,18,688,Kelas D
5641,CS7753,88,12,467,Kelas D
5642,CS7754,80,10,447,Kelas D
5643,CS7755,88,13,660,Kelas D
5644,CS7756,285,11,642,Kelas E
5645,CS7757,82,22,1081,Kelas B
5646,CS7758,67,15,680,Kelas D
5647,CS7759,109,16,770,Kelas D
5648,CS7760,64,13,503,Kelas D
5649,CS7761,363,10,396,Kelas E
5650,CS7762,94,9,367,Kelas D
5651,CS7763,30,16,622,Kelas D
5652,CS7764,37,12,528,Kelas D
5653,CS7765,86,10,410,Kelas D
5654,CS7766,122,16,746,Kelas D
5655,CS7767,100,16,696,Kelas D
5656,CS7768,105,17,660,Kelas D
5657,CS7769,182,14,618,Kelas D
5658,CS7770,119,17,732,Kelas D
5659,CS7771,138,13,531,Kelas D
5660,CS7772,55,11,501,Kelas D
5661,CS7773,194,18,799,Kelas C
5662,CS7774,5,20,755,Kelas B
5663,CS7775,261,9,396,Kelas E
5664,CS7776,319,19,894,Kelas E
5665,CS7777,142,9,421,Kelas D
5666,CS7778,33,12,514,Kelas D
5667,CS7779,440,11,496,Kelas E
5668,CS7780,43,10,473,Kelas D
5669,CS7781,191,18,726,Kelas C
5670,CS7782,78,11,584,Kelas D
5671,CS7783,116,11,630,Kelas D
5672,CS7784,121,10,453,Kelas D
5673,CS7785,20,19,866,Kelas B
5674,CS7786,162,18,781,Kelas C
5675,CS7787,117,12,766,Kelas D
5676,CS7788,161,16,611,Kelas D
5677,CS7789,16,12,553,Kelas D
5678,CS7790,213,13,413,Kelas E
5679,CS7791,1,12,562,Kelas D
5680,CS7792,74,11,491,Kelas D
5681,CS7793,25,12,454,Kelas D
5682,CS7794,1,15,535,Kelas D
5683,CS7795,197,11,393,Kelas E
5684,CS7796,46,14,557,Kelas D
5685,CS7797,269,14,731,Kelas E
5686,CS7798,325,12,439,Kelas E
5687,CS7799,43,11,483,Kelas D
5688,CS7800,178,11,491,Kelas D
5689,CS7801,114,11,546,Kelas D
5690,CS7802,22,20,855,Kelas B
5691,CS7803,170,11,624,Kelas D
5692,CS7804,41,16,737,Kelas D
5693,CS7805,26,21,903,Kelas B
5694,CS7806,113,11,443,Kelas D
5695,CS7807,53,21,1017,Kelas B
5696,CS7808,92,10,437,Kelas D
5697,CS7809,30,14,563,Kelas D
5698,CS7810,44,10,462,Kelas D
5699,CS7811,18,13,578,Kelas D
5700,CS7812,23,19,815,Kelas B
5701,CS7813,117,17,707,Kelas D
5702,CS7814,139,14,787,Kelas D
5703,CS7815,41,8,366,Kelas D
5704,CS7816,37,13,510,Kelas D
5705,CS7817,80,14,711,Kelas D
5706,CS7818,21,13,375,Kelas D
5707,CS7819,39,20,824,Kelas B
5708,CS7820,46,18,783,Kelas B
5709,CS7821,229,9,497,Kelas E
5710,CS7822,253,4,199,Kelas E
5711,CS7823,42,13,600,Kelas D
5712,CS7824,9,10,412,Kelas D
5713,CS7825,14,18,1016,Kelas B
5714,CS7826,74,10,445,Kelas D
5715,CS7827,13,14,517,Kelas D
5716,CS7828,171,11,590,Kelas D
5717,CS7829,108,12,565,Kelas D
5718,CS7830,100,8,406,Kelas D
5719,CS7831,15,22,981,Kelas B
5720,CS7832,105,20,905,Kelas C
5721,CS7833,69,8,325,Kelas D
5722,CS7834,499,8,362,Kelas E
5723,CS7835,43,15,622,Kelas D
5724,CS7836,265,17,927,Kelas E
5725,CS7837,44,16,940,Kelas B
5726,CS7838,11,15,580,Kelas D
5727,CS7839,350,11,492,Kelas E
5728,CS7840,42,10,528,Kelas D
5729,CS7841,14,10,412,Kelas D
5730,CS7842,26,12,565,Kelas D
5731,CS7843,58,11,497,Kelas D
5732,CS7844,20,14,603,Kelas D
5733,CS7845,241,9,422,Kelas E
5734,CS7846,169,21,924,Kelas C
5735,CS7847,52,17,725,Kelas D
5736,CS7848,159,11,431,Kelas D
5737,CS7849,10,8,349,Kelas D
5738,CS7850,8,18,665,Kelas D
5739,CS7851,32,13,708,Kelas D
5740,CS7852,104,9,422,Kelas D
5741,CS7853,66,12,559,Kelas D
5742,CS7854,238,15,534,Kelas E
5743,CS7855,401,11,542,Kelas E
5744,CS7856,18,4,207,Kelas D
5745,CS7857,8,22,996,Kelas B
5746,CS7858,122,18,976,Kelas C
5747,CS7859,97,13,728,Kelas D
5748,CS7860,86,9,406,Kelas D
5749,CS7861,159,14,613,Kelas D
5750,CS7862,79,16,641,Kelas D
5751,CS7863,53,12,444,Kelas D
5752,CS7864,21,11,445,Kelas D
5753,CS7865,98,24,1069,Kelas B
5754,CS7866,115,20,977,Kelas C
5755,CS7867,68,17,762,Kelas D
5756,CS7868,68,12,486,Kelas D
5757,CS7869,41,9,370,Kelas D
5758,CS7870,45,13,606,Kelas D
5759,CS7871,314,10,451,Kelas E
5760,CS7872,23,12,579,Kelas D
5761,CS7873,57,14,662,Kelas D
5762,CS7874,15,12,534,Kelas D
5763,CS7875,27,14,627,Kelas D
5764,CS7876,28,11,612,Kelas D
